command,mean,stddev,median,user,system,min,max
qiime tools peek input/rep-seqs.qza; qiime tools peek input/taxonomy.qzv,3.32514371244,0.3172357616773269,3.26244519314,6.2963729950000005,0.8639222349999999,3.03680379114,4.17993711114
./bin/qax_mac input/rep-seqs.qza input/taxonomy.qzv,0.018983699844081627,0.008631127532056729,0.020038595139999997,0.007428768469387751,0.0029373492857142857,0.009207339139999996,0.03306060213999999
